epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,3852.41,1.57744,0.78508,0.97903,0.85197,0.8099,0.87635,0.45874,1.58514,0.75157,0.96703,0.0005315,0.0005315,0.0005315
91,3895.02,1.56361,0.77645,0.97493,0.85073,0.8061,0.87313,0.45666,1.59841,0.74614,0.97068,0.000515,0.000515,0.000515
92,3937.81,1.57107,0.78075,0.97878,0.85021,0.80684,0.87291,0.45034,1.61886,0.75139,0.97426,0.0004985,0.0004985,0.0004985
93,3980.6,1.57475,0.78441,0.98292,0.85222,0.80383,0.87421,0.4505,1.61502,0.74995,0.97183,0.000482,0.000482,0.000482
94,4022.8,1.56882,0.78023,0.97727,0.85417,0.80976,0.87651,0.45919,1.59354,0.73767,0.96878,0.0004655,0.0004655,0.0004655
95,4064.88,1.55827,0.77717,0.97682,0.84902,0.81343,0.87363,0.45767,1.59535,0.75028,0.96965,0.000449,0.000449,0.000449
96,4106.86,1.5583,0.77382,0.9794,0.85165,0.8073,0.87377,0.4535,1.60698,0.74826,0.97154,0.0004325,0.0004325,0.0004325
97,4148.87,1.56215,0.77781,0.97941,0.85529,0.81006,0.87743,0.45961,1.58902,0.7415,0.96851,0.000416,0.000416,0.000416
98,4190.73,1.55364,0.77331,0.97551,0.84915,0.81473,0.87484,0.46053,1.58485,0.74666,0.96801,0.0003995,0.0003995,0.0003995
99,4232.55,1.55972,0.77522,0.97558,0.8491,0.80721,0.87323,0.45075,1.61938,0.74681,0.97263,0.000383,0.000383,0.000383
100,4274.61,1.55651,0.7682,0.97737,0.85293,0.81362,0.87756,0.46044,1.59302,0.7414,0.96997,0.0003665,0.0003665,0.0003665
101,4316.87,1.53896,0.76259,0.97137,0.85279,0.81347,0.87658,0.45945,1.59462,0.73109,0.97005,0.00035,0.00035,0.00035
102,4358.93,1.5482,0.76502,0.97659,0.85099,0.81096,0.87702,0.45768,1.59538,0.74107,0.96954,0.0003335,0.0003335,0.0003335
103,4401.11,1.54279,0.75674,0.97298,0.85545,0.81081,0.87775,0.46072,1.58991,0.73654,0.96934,0.000317,0.000317,0.000317
